date,open,high,low,close,volume,symbol,daily_return,cumulative_return,equity_curve,daily_return_pct,cumulative_return_pct
2025-12-18,9675,9700,9450,9450,7204600,BREN,-0.028277634961439535,-0.0026385224274415586,997361,-2.83,-0.26
2025-12-19,9475,9550,9325,9375,11809000,BREN,-0.007936507936507908,-0.010554089709763459,989446,-0.79,-1.06
2025-12-22,9400,9550,9350,9500,7242700,BREN,0.01333333333333342,0.0026385224274396712,1002639,1.33,0.26
2025-12-23,9575,9575,9375,9425,5424200,BREN,-0.007894736842105288,-0.005277044854882229,994723,-0.79,-0.53
2025-12-24,9450,9450,9300,9325,4142600,BREN,-0.010610079575596787,-0.01583113456464469,984169,-1.06,-1.58
2025-12-29,9325,9625,9325,9525,7204500,BREN,0.02144772117962468,0.005277044854880453,1005277,2.14,0.53
2025-12-30,9600,9700,9475,9700,10900100,BREN,0.018372703412073532,0.023746701846964813,1023747,1.84,2.37
2026-01-02,9700,9800,9650,9675,5601000,BREN,-0.002577319587628857,0.021108179419524253,1021108,-0.26,2.11
2026-01-05,9700,9700,9500,9650,6321800,BREN,-0.0025839793281653423,0.018469656992083694,1018470,-0.26,1.85
2026-01-06,9600,9650,9525,9575,6441000,BREN,-0.007772020725388629,0.010554089709761794,1010554,-0.78,1.06
2026-01-07,9575,9600,9425,9600,7914600,BREN,0.0026109660574411553,0.013192612137202353,1013193,0.26,1.32
2026-01-08,9550,9700,9500,9550,9401800,BREN,-0.00520833333333337,0.007915567282321012,1007916,-0.52,0.79
2026-01-09,9550,9550,9450,9475,6306400,BREN,-0.007853403141361293,-8.881784197001252e-16,1000000,-0.79,-0.0
2026-01-12,9475,9475,8550,9000,14459900,BREN,-0.05013192612137207,-0.05013192612137296,949868,-5.01,-5.01
2026-01-13,9000,9200,8650,9200,12282600,BREN,0.022222222222222143,-0.02902374670184804,970976,2.22,-2.9
2026-01-14,9700,9800,9500,9650,30130800,BREN,0.048913043478260976,0.018469656992083472,1018470,4.89,1.85
2026-01-15,9650,9700,9450,9700,15750100,BREN,0.005181347150259086,0.023746701846964813,1023747,0.52,2.37
2026-01-19,9550,9650,9475,9575,14129000,BREN,-0.012886597938144284,0.010554089709761794,1010554,-1.29,1.06
2026-01-20,9575,9600,9450,9500,9699100,BREN,-0.007832898172323799,0.0026385224274398933,1002639,-0.78,0.26
2026-01-21,9500,9500,9225,9300,10705000,BREN,-0.021052631578947323,-0.018469656992085137,981530,-2.11,-1.85
2026-01-22,9375,9500,9300,9500,13300300,BREN,0.021505376344086002,0.0026385224274398933,1002639,2.15,0.26
2026-01-23,9500,9500,8875,9300,16082000,BREN,-0.021052631578947323,-0.018469656992085137,981530,-2.11,-1.85
2026-01-26,9300,9475,9225,9375,9753300,BREN,0.008064516129032251,-0.010554089709763237,989446,0.81,-1.06
2026-01-27,9450,9600,9375,9500,27099500,BREN,0.01333333333333342,0.0026385224274401153,1002639,1.33,0.26
2026-01-28,8100,8800,8075,8300,37142800,BREN,-0.12631578947368416,-0.12401055408971018,875989,-12.63,-12.4
2026-01-29,7450,9200,7075,8675,44811400,BREN,0.04518072289156616,-0.08443271767810079,915567,4.52,-8.44
2026-01-30,8850,8875,8325,8525,36041400,BREN,-0.01729106628242072,-0.10026385224274459,899736,-1.73,-10.03
2025-01-02,1117,1220,1117,1180,230169000,CUAN,,0.0,1000000,,0.0
2025-01-03,1205,1215,1162,1200,117490000,CUAN,0.016949152542372836,0.016949152542372836,1016949,1.69,1.69
2025-01-06,1215,1350,1215,1270,239027000,CUAN,0.05833333333333335,0.07627118644067798,1076271,5.83,7.63
2025-01-07,1290,1305,1217,1230,153516000,CUAN,-0.03149606299212604,0.04237288135593209,1042373,-3.15,4.24
2025-01-08,1230,1402,1210,1380,207326000,CUAN,0.12195121951219523,0.1694915254237288,1169492,12.2,16.95
2025-01-09,1360,1360,1277,1310,185853000,CUAN,-0.050724637681159424,0.11016949152542366,1110169,-5.07,11.02
2025-01-10,1310,1392,1300,1332,164041000,CUAN,0.01717557251908386,0.129237288135593,1129237,1.72,12.92
2025-01-13,1350,1367,1257,1310,112567000,CUAN,-0.016885553470919357,0.11016949152542344,1110169,-1.69,11.02
2025-01-14,1330,1377,1280,1357,124860000,CUAN,0.03625954198473291,0.15042372881355903,1150424,3.63,15.04
2025-01-15,1377,1435,1310,1360,164979000,CUAN,0.0018416206261511192,0.15254237288135575,1152542,0.18,15.25
2025-01-16,1360,1400,1337,1372,108998000,CUAN,0.009191176470588314,0.16313559322033888,1163136,0.92,16.31
2025-01-17,1375,1480,1360,1372,165996000,CUAN,0.0,0.16313559322033888,1163136,0.0,16.31
2025-01-20,1387,1460,1375,1410,125232000,CUAN,0.02732240437158473,0.19491525423728806,1194915,2.73,19.49
2025-01-21,1430,1447,1397,1425,92698000,CUAN,0.010638297872340496,0.2076271186440679,1207627,1.06,20.76
2025-01-22,1437,1475,1430,1465,113507000,CUAN,0.02807017543859658,0.2415254237288138,1241525,2.81,24.15
2025-01-23,1490,1560,1465,1480,148579000,CUAN,0.010238907849829282,0.25423728813559343,1254237,1.02,25.42
2025-01-24,1480,1487,1350,1430,187939000,CUAN,-0.03378378378378377,0.21186440677966134,1211864,-3.38,21.19
2025-01-30,1472,1485,1405,1440,83020000,CUAN,0.006993006993007089,0.22033898305084798,1220339,0.7,22.03
2025-01-31,1460,1470,1437,1442,55257000,CUAN,0.0017361111111111605,0.2224576271186447,1222458,0.17,22.25
2025-02-03,1440,1450,1380,1392,57068000,CUAN,-0.03466204506065862,0.18008474576271238,1180085,-3.47,18.01
2025-02-04,1410,1440,1405,1422,51218000,CUAN,0.021543985637342944,0.20550847457627186,1205508,2.15,20.55
2025-02-05,1435,1437,1385,1395,44990000,CUAN,-0.019332161687170446,0.1822033898305091,1182203,-1.93,18.22
2025-02-06,1422,1427,1395,1415,56050000,CUAN,0.014336917562723928,0.19915254237288194,1199153,1.43,19.92
2025-02-07,1132,1132,1132,1132,17147000,CUAN,-0.1996466431095406,-0.04025423728813515,959746,-19.96,-4.03
2025-02-10,907,1000,907,907,391873000,CUAN,-0.19867549668874174,-0.23093220338983012,769068,-19.87,-23.09
2025-02-11,880,920,732,735,1063169000,CUAN,-0.1900826446280992,-0.37711864406779627,622881,-19.01,-37.71
2025-02-12,752,780,690,742,408818000,CUAN,0.010204081632652962,-0.37076271186440646,629237,1.02,-37.08
2025-02-13,765,765,665,705,396072000,CUAN,-0.0505050505050505,-0.40254237288135564,597458,-5.05,-40.25
2025-02-14,720,785,705,750,288999000,CUAN,0.06382978723404253,-0.36440677966101664,635593,6.38,-36.44
2025-02-17,780,860,775,860,367341000,CUAN,0.14666666666666672,-0.2711864406779657,728814,14.67,-27.12
2025-02-18,870,875,825,835,226992000,CUAN,-0.029069767441860517,-0.29237288135593187,707627,-2.91,-29.24
2025-02-19,835,847,795,815,118786000,CUAN,-0.0239520958083832,-0.3093220338983047,690678,-2.4,-30.93
2025-02-20,817,837,785,790,112931000,CUAN,-0.030674846625766916,-0.33050847457627086,669492,-3.07,-33.05
2025-02-21,800,802,765,780,91229000,CUAN,-0.012658227848101222,-0.3389830508474573,661017,-1.27,-33.9
2025-02-24,782,792,732,740,109590000,CUAN,-0.05128205128205132,-0.37288135593220306,627119,-5.13,-37.29
2025-02-25,747,757,702,720,78394000,CUAN,-0.027027027027026973,-0.3898305084745759,610169,-2.7,-38.98
2025-02-26,737,765,717,730,75207000,CUAN,0.01388888888888884,-0.3813559322033895,618644,1.39,-38.14
2025-02-27,737,740,702,710,60521000,CUAN,-0.0273972602739726,-0.3983050847457623,601695,-2.74,-39.83
2025-02-28,712,727,650,670,77898000,CUAN,-0.05633802816901412,-0.4322033898305081,567797,-5.63,-43.22
2025-03-03,680,745,677,745,74507000,CUAN,0.11194029850746268,-0.36864406779660974,631356,11.19,-36.86
2025-03-04,740,750,670,690,93341000,CUAN,-0.0738255033557047,-0.41525423728813515,584746,-7.38,-41.53
2025-03-05,692,725,692,712,41214000,CUAN,0.032608695652173836,-0.3961864406779657,603814,3.26,-39.62
2025-03-06,725,755,720,730,56090000,CUAN,0.024561403508772006,-0.38135593220338937,618644,2.46,-38.14
2025-03-07,742,850,722,832,270065000,CUAN,0.1404109589041096,-0.29449152542372825,705508,14.04,-29.45
2025-03-10,832,865,762,767,191630000,CUAN,-0.0780780780780781,-0.3495762711864402,650424,-7.81,-34.96
2025-03-11,745,765,705,740,97585000,CUAN,-0.03583061889250816,-0.37288135593220295,627119,-3.58,-37.29
2025-03-12,742,755,722,737,47718000,CUAN,-0.0033783783783783994,-0.37499999999999956,625000,-0.34,-37.5
2025-03-13,747,765,727,730,43973000,CUAN,-0.01016949152542368,-0.38135593220338937,618644,-1.02,-38.14
2025-03-14,720,735,700,710,30559000,CUAN,-0.0273972602739726,-0.3983050847457623,601695,-2.74,-39.83
2025-03-17,720,725,677,687,75317000,CUAN,-0.03169014084507038,-0.41737288135593176,582627,-3.17,-41.74
2025-03-18,700,700,550,607,247720000,CUAN,-0.11636363636363634,-0.4851694915254233,514831,-11.64,-48.52
2025-03-19,607,655,587,647,93337000,CUAN,0.06584362139917688,-0.45127118644067754,548729,6.58,-45.13
2025-03-20,652,695,640,672,104362000,CUAN,0.03861003861003853,-0.4300847457627115,569915,3.86,-43.01
2025-03-21,687,747,640,675,194585000,CUAN,0.0037174721189590088,-0.4279661016949149,572034,0.37,-42.8
2025-03-24,675,680,587,630,86345000,CUAN,-0.06666666666666665,-0.4661016949152539,533898,-6.67,-46.61
2025-03-25,632,645,612,617,24911000,CUAN,-0.019841269841269882,-0.476694915254237,523305,-1.98,-47.67
2025-03-26,617,657,617,645,31219000,CUAN,0.044534412955465674,-0.45338983050847426,546610,4.45,-45.34
2025-03-27,647,667,632,645,40370000,CUAN,0.0,-0.45338983050847426,546610,0.0,-45.34
2025-04-08,550,590,550,555,94454000,CUAN,-0.13953488372093026,-0.5296610169491522,470339,-13.95,-52.97
2025-04-09,525,562,473,474,158339000,CUAN,-0.1459459459459459,-0.5983050847457625,401695,-14.59,-59.83
2025-04-10,532,577,510,552,127521000,CUAN,0.16561181434599148,-0.531779661016949,468220,16.56,-53.18
2025-04-11,545,650,520,600,154331000,CUAN,0.08597285067873295,-0.49152542372881336,508475,8.6,-49.15
2025-04-14,570,657,550,645,116569000,CUAN,0.07499999999999996,-0.45338983050847437,546610,7.5,-45.34
2025-04-15,655,690,645,667,95930000,CUAN,0.03488372093023262,-0.4343220338983048,565678,3.49,-43.43
2025-04-16,672,692,650,650,61525000,CUAN,-0.02621722846441943,-0.44915254237288105,550847,-2.62,-44.92
2025-04-17,650,665,635,640,31406000,CUAN,-0.01538461538461533,-0.45762711864406747,542373,-1.54,-45.76
2025-04-21,642,685,642,647,41956000,CUAN,0.01171875,-0.45127118644067765,548729,1.17,-45.13
2025-04-22,650,722,632,680,124109000,CUAN,0.05019305019305009,-0.4237288135593218,576271,5.02,-42.37
2025-04-23,702,720,692,700,78969000,CUAN,0.02941176470588225,-0.40677966101694896,593220,2.94,-40.68
2025-04-24,710,727,672,682,65100000,CUAN,-0.025000000000000022,-0.4216101694915253,578390,-2.5,-42.16
2025-04-25,695,715,687,697,29993000,CUAN,0.0219780219780219,-0.4088983050847457,591102,2.2,-40.89
2025-04-28,705,750,687,715,189750000,CUAN,0.02508960573476693,-0.39406779661016944,605932,2.51,-39.41
2025-04-29,720,727,697,697,59871000,CUAN,-0.02447552447552448,-0.4088983050847457,591102,-2.45,-40.89
2025-04-30,700,720,700,712,41464000,CUAN,0.021505376344086002,-0.39618644067796605,603814,2.15,-39.62
2025-05-02,717,772,715,767,107466000,CUAN,0.07719298245614037,-0.34957627118644063,650424,7.72,-34.96
2025-05-05,790,797,762,777,187554000,CUAN,0.013029315960912058,-0.3411016949152542,658898,1.3,-34.11
2025-05-06,777,897,770,877,713894000,CUAN,0.1286173633440515,-0.2563559322033898,743644,12.86,-25.64
2025-05-07,885,920,880,880,308445000,CUAN,0.002849002849002913,-0.2542372881355932,745763,0.28,-25.42
2025-05-08,880,892,847,852,145889000,CUAN,-0.03125,-0.27754237288135597,722458,-3.12,-27.75
2025-05-09,862,897,862,877,87628000,CUAN,0.029325513196480912,-0.2563559322033899,743644,2.93,-25.64
2025-05-14,900,972,882,967,281441000,CUAN,0.10256410256410264,-0.18008474576271194,819915,10.26,-18.01
2025-05-15,972,1040,967,1015,232561000,CUAN,0.04909560723514206,-0.13983050847457645,860169,4.91,-13.98
2025-05-16,1015,1030,992,1030,109833000,CUAN,0.014778325123152802,-0.12711864406779672,872881,1.48,-12.71
2025-05-19,1040,1040,995,995,97651000,CUAN,-0.03398058252427183,-0.1567796610169493,843220,-3.4,-15.68
2025-05-20,1140,1182,1112,1167,659743000,CUAN,0.1733668341708543,-0.010593220338983134,989407,17.34,-1.06
2025-05-21,1085,1152,1070,1117,417306000,CUAN,-0.04282655246252676,-0.052966101694915335,947034,-4.28,-5.3
2025-05-22,1100,1137,1090,1110,150709000,CUAN,-0.006711409395973145,-0.05932203389830515,940678,-0.67,-5.93
2025-05-23,1112,1127,1100,1115,67857000,CUAN,0.0045045045045044585,-0.05508474576271194,944915,0.45,-5.51
2025-05-26,1125,1177,1117,1137,188803000,CUAN,0.020179372197309364,-0.0360169491525425,963983,2.02,-3.6
2025-05-27,1145,1190,1115,1135,250137000,CUAN,-0.00219780219780219,-0.038135593220339103,961864,-0.22,-3.81
2025-05-28,1140,1160,1122,1140,110095000,CUAN,0.004405286343612369,-0.033898305084745894,966102,0.44,-3.39
2025-06-02,1142,1205,1142,1172,235589000,CUAN,0.028508771929824483,-0.006355932203390036,993644,2.85,-0.64
2025-06-03,1185,1190,1160,1180,83432000,CUAN,0.006396588486140775,-1.1102230246251565e-16,1000000,0.64,-0.0
2025-06-04,1180,1185,1140,1152,105477000,CUAN,-0.02330508474576276,-0.023305084745762872,976695,-2.33,-2.33
2025-06-05,1170,1237,1147,1185,258189000,CUAN,0.02819956616052055,0.004237288135592987,1004237,2.82,0.42
2025-06-10,1200,1337,1200,1285,391129000,CUAN,0.08438818565400852,0.08898305084745739,1088983,8.44,8.9
2025-06-11,1282,1282,1187,1190,479428000,CUAN,-0.07392996108949412,0.008474576271186196,1008475,-7.39,0.85
2025-06-12,1180,1215,1165,1187,166319000,CUAN,-0.0021008403361344463,0.0063559322033897026,1006356,-0.21,0.64
2025-06-13,1187,1190,1150,1175,144920000,CUAN,-0.010526315789473717,-0.004237288135593431,995763,-1.05,-0.42
2025-06-16,1167,1227,1165,1202,208153000,CUAN,0.023404255319148914,0.01906779661016933,1019068,2.34,1.91
2025-06-17,1220,1222,1187,1187,115788000,CUAN,-0.012474012474012475,0.0063559322033897026,1006356,-1.25,0.64
2025-06-18,1190,1220,1185,1187,149451000,CUAN,0.0,0.0063559322033897026,1006356,0.0,0.64
2025-06-19,1192,1207,1152,1165,138050000,CUAN,-0.0189473684210526,-0.012711864406779738,987288,-1.89,-1.27
2025-06-20,1167,1185,1145,1180,106968000,CUAN,0.012875536480686733,0.0,1000000,1.29,0.0
2025-06-23,1130,1160,1102,1127,155012000,CUAN,-0.044491525423728806,-0.044491525423728806,955508,-4.45,-4.45
2025-06-24,1165,1220,1155,1175,180367000,CUAN,0.04212860310421296,-0.004237288135593098,995763,4.21,-0.42
2025-06-25,1197,1207,1190,1190,187634000,CUAN,0.012765957446808418,0.008474576271186418,1008475,1.28,0.85
2025-06-26,1187,1230,1175,1192,221517000,CUAN,0.0021008403361344463,0.010593220338982912,1010593,0.21,1.06
2025-06-30,1212,1267,1202,1260,306041000,CUAN,0.05660377358490565,0.06779661016949134,1067797,5.66,6.78
2025-07-01,1270,1287,1252,1280,151294000,CUAN,0.015873015873015817,0.08474576271186418,1084746,1.59,8.47
2025-07-02,1282,1297,1190,1205,219588000,CUAN,-0.05859375,0.021186440677965823,1021186,-5.86,2.12
2025-07-03,1215,1217,1177,1182,85550000,CUAN,-0.018672199170124526,0.0021186440677962715,1002119,-1.87,0.21
2025-07-04,1195,1197,1140,1185,99337000,CUAN,0.0021141649048626032,0.004237288135592987,1004237,0.21,0.42
2025-07-07,1185,1235,1162,1235,120432000,CUAN,0.04219409282700415,0.04661016949152508,1046610,4.22,4.66
2025-07-08,1235,1300,1222,1295,274133000,CUAN,0.04858299595141702,0.09745762711864381,1097458,4.86,9.75
2025-07-09,1300,1350,1297,1340,298668000,CUAN,0.03474903474903468,0.1355932203389827,1135593,3.47,13.56
2025-07-10,1350,1440,1325,1420,452075000,CUAN,0.05970149253731338,0.20338983050847403,1203390,5.97,20.34
2025-07-11,1427,1445,1397,1440,248043000,CUAN,0.014084507042253502,0.22033898305084687,1220339,1.41,22.03
2025-07-14,1640,1720,1560,1687,925826000,CUAN,0.171875,0.4300847457627113,1430085,17.19,43.01
2025-07-15,1640,1795,1580,1625,694431000,CUAN,-0.03703703703703709,0.37711864406779605,1377119,-3.7,37.71
2025-07-16,1630,1710,1500,1665,602401200,CUAN,0.024615384615384706,0.41101694915254194,1411017,2.46,41.1
2025-07-17,1685,1725,1640,1650,389304100,CUAN,-0.009009009009009028,0.3983050847457623,1398305,-0.9,39.83
2025-07-18,1665,1710,1645,1655,326322400,CUAN,0.003030303030302939,0.4025423728813553,1402542,0.3,40.25
2025-07-21,1675,1675,1585,1605,270569800,CUAN,-0.030211480362537735,0.3601694915254232,1360169,-3.02,36.02
2025-07-22,1615,1625,1530,1575,406255200,CUAN,-0.01869158878504673,0.33474576271186396,1334746,-1.87,33.47
2025-07-23,1575,1585,1505,1555,156030200,CUAN,-0.012698412698412653,0.3177966101694911,1317797,-1.27,31.78
2025-07-24,1560,1590,1530,1535,145457200,CUAN,-0.012861736334405127,0.3008474576271183,1300847,-1.29,30.08
2025-07-25,1535,1570,1510,1530,149285600,CUAN,-0.0032573289902280145,0.2966101694915251,1296610,-0.33,29.66
2025-07-28,1545,1570,1520,1560,180645300,CUAN,0.019607843137254832,0.32203389830508433,1322034,1.96,32.2
2025-07-29,1565,1630,1540,1625,235303500,CUAN,0.04166666666666674,0.37711864406779627,1377119,4.17,37.71
2025-07-30,1625,1625,1560,1570,182139700,CUAN,-0.03384615384615386,0.33050847457627075,1330508,-3.38,33.05
2025-07-31,1570,1585,1530,1535,91728200,CUAN,-0.022292993630573243,0.3008474576271183,1300847,-2.23,30.08
2025-08-01,1550,1565,1525,1525,99045000,CUAN,-0.006514657980456029,0.29237288135593187,1292373,-0.65,29.24
2025-08-04,1525,1530,1380,1415,383323000,CUAN,-0.0721311475409836,0.19915254237288105,1199153,-7.21,19.92
2025-08-05,1420,1470,1315,1450,398760700,CUAN,0.02473498233215543,0.2288135593220335,1228814,2.47,22.88
2025-08-06,1475,1600,1470,1530,529745200,CUAN,0.05517241379310356,0.2966101694915251,1296610,5.52,29.66
2025-08-07,1535,1545,1450,1460,306099900,CUAN,-0.04575163398692805,0.23728813559322015,1237288,-4.58,23.73
2025-08-08,1705,1750,1560,1565,768553600,CUAN,0.07191780821917804,0.32627118644067776,1326271,7.19,32.63
2025-08-11,1575,1590,1520,1535,241535300,CUAN,-0.019169329073482455,0.3008474576271185,1300847,-1.92,30.08
2025-08-12,1535,1600,1535,1575,224305200,CUAN,0.026058631921824116,0.3347457627118642,1334746,2.61,33.47
2025-08-13,1580,1650,1580,1625,399438600,CUAN,0.031746031746031855,0.3771186440677965,1377119,3.17,37.71
2025-08-14,1645,1685,1605,1610,296282000,CUAN,-0.009230769230769265,0.36440677966101687,1364407,-0.92,36.44
2025-08-15,1630,1635,1550,1550,196417700,CUAN,-0.037267080745341574,0.31355932203389836,1313559,-3.73,31.36
2025-08-19,1555,1590,1550,1555,116868000,CUAN,0.003225806451612856,0.31779661016949157,1317797,0.32,31.78
2025-08-20,1570,1625,1560,1615,219455300,CUAN,0.03858520900321549,0.3686440677966103,1368644,3.86,36.86
2025-08-21,1620,1665,1580,1645,295675600,CUAN,0.018575851393188847,0.39406779661016955,1394068,1.86,39.41
2025-08-22,1650,1665,1620,1635,220944600,CUAN,-0.006079027355623046,0.38559322033898313,1385593,-0.61,38.56
2025-08-25,1640,1650,1615,1630,170274500,CUAN,-0.003058103975535187,0.3813559322033899,1381356,-0.31,38.14
2025-08-26,1640,1700,1580,1700,1568520900,CUAN,0.042944785276073594,0.4406779661016951,1440678,4.29,44.07
2025-08-27,1650,1665,1605,1625,341000200,CUAN,-0.044117647058823484,0.37711864406779694,1377119,-4.41,37.71
2025-08-28,1635,1645,1610,1615,128762800,CUAN,-0.006153846153846176,0.3686440677966105,1368644,-0.62,36.86
2025-08-29,1600,1610,1495,1560,245060400,CUAN,-0.034055727554179516,0.3220338983050852,1322034,-3.41,32.2
2025-09-01,1450,1535,1430,1505,169126600,CUAN,-0.03525641025641024,0.2754237288135597,1275424,-3.53,27.54
2025-09-02,1520,1560,1520,1525,68121900,CUAN,0.013289036544850585,0.29237288135593276,1292373,1.33,29.24
2025-09-03,1535,1550,1510,1520,57669600,CUAN,-0.003278688524590123,0.28813559322033955,1288136,-0.33,28.81
2025-09-04,1520,1535,1500,1530,56909500,CUAN,0.006578947368421018,0.29661016949152597,1296610,0.66,29.66
2025-09-08,1500,1520,1460,1475,94002800,CUAN,-0.03594771241830064,0.25000000000000044,1250000,-3.59,25.0
2025-09-09,1475,1490,1405,1430,85714900,CUAN,-0.03050847457627115,0.21186440677966156,1211864,-3.05,21.19
2025-09-10,1465,1465,1415,1420,55881900,CUAN,-0.006993006993006978,0.20338983050847514,1203390,-0.7,20.34
2025-09-11,1425,1445,1405,1420,58880600,CUAN,0.0,0.20338983050847514,1203390,0.0,20.34
2025-09-12,1435,1470,1420,1430,73018400,CUAN,0.007042253521126751,0.21186440677966156,1211864,0.7,21.19
2025-09-15,1435,1505,1430,1505,85823000,CUAN,0.0524475524475525,0.2754237288135599,1275424,5.24,27.54
2025-09-16,1510,1520,1455,1470,59121600,CUAN,-0.023255813953488413,0.24576271186440724,1245763,-2.33,24.58
2025-09-17,1480,1530,1465,1505,106948700,CUAN,0.023809523809523725,0.2754237288135597,1275424,2.38,27.54
2025-09-18,1520,1600,1505,1580,238714800,CUAN,0.04983388704318936,0.33898305084745806,1338983,4.98,33.9
2025-09-19,1590,1600,1550,1590,138605600,CUAN,0.006329113924050667,0.3474576271186445,1347458,0.63,34.75
2025-09-22,1590,1680,1570,1640,355262300,CUAN,0.03144654088050314,0.3898305084745768,1389831,3.14,38.98
2025-09-23,1640,1650,1600,1615,140460900,CUAN,-0.015243902439024404,0.36864406779661074,1368644,-1.52,36.86
2025-09-24,1615,1640,1570,1595,156902000,CUAN,-0.012383900928792602,0.3516949152542379,1351695,-1.24,35.17
2025-09-25,1590,1625,1550,1590,112980500,CUAN,-0.0031347962382445305,0.3474576271186447,1347458,-0.31,34.75
2025-09-26,1615,1630,1590,1600,71543700,CUAN,0.0062893081761006275,0.3559322033898311,1355932,0.63,35.59
2025-09-29,1600,1670,1590,1610,191796400,CUAN,0.006250000000000089,0.36440677966101775,1364407,0.63,36.44
2025-09-30,1630,1645,1605,1620,95295500,CUAN,0.006211180124223503,0.3728813559322042,1372881,0.62,37.29
2025-10-01,1650,1650,1610,1610,86910200,CUAN,-0.006172839506172867,0.36440677966101775,1364407,-0.62,36.44
2025-10-02,1630,1630,1605,1610,48573900,CUAN,0.0,0.36440677966101775,1364407,0.0,36.44
2025-10-03,1610,1615,1580,1600,74499500,CUAN,-0.006211180124223614,0.35593220338983134,1355932,-0.62,35.59
2025-10-06,1610,1780,1605,1780,584895800,CUAN,0.11250000000000004,0.5084745762711875,1508475,11.25,50.85
2025-10-07,1815,2220,1815,2220,1130135300,CUAN,0.247191011235955,0.881355932203391,1881356,24.72,88.14
2025-10-08,2240,2400,2000,2240,729186600,CUAN,0.009009009009008917,0.8983050847457636,1898305,0.9,89.83
2025-10-09,2250,2430,2100,2230,398889800,CUAN,-0.004464285714285698,0.8898305084745772,1889831,-0.45,88.98
2025-10-10,2290,2500,2270,2430,440645500,CUAN,0.08968609865470856,1.0593220338983063,2059322,8.97,105.93
2025-10-13,2380,2890,2360,2770,575603100,CUAN,0.13991769547325106,1.3474576271186454,2347458,13.99,134.75
2025-10-14,2820,2830,2360,2410,650898000,CUAN,-0.12996389891696747,1.0423728813559334,2042373,-13.0,104.24
2025-10-15,2410,2500,2240,2480,320074100,CUAN,0.029045643153526868,1.1016949152542383,2101695,2.9,110.17
2025-10-16,2500,2560,2380,2380,179989700,CUAN,-0.040322580645161255,1.0169491525423742,2016949,-4.03,101.69
2025-10-17,2390,2400,2100,2150,289808000,CUAN,-0.09663865546218486,0.8220338983050859,1822034,-9.66,82.2
2025-10-20,2180,2370,2090,2310,219683500,CUAN,0.07441860465116279,0.957627118644069,1957627,7.44,95.76
2025-10-21,2300,2420,2250,2270,184007800,CUAN,-0.017316017316017285,0.9237288135593233,1923729,-1.73,92.37
2025-10-22,2270,2310,2170,2240,94311900,CUAN,-0.013215859030836996,0.8983050847457641,1898305,-1.32,89.83
2025-10-23,2260,2300,2190,2200,65830700,CUAN,-0.017857142857142905,0.8644067796610182,1864407,-1.79,86.44
2025-10-24,2200,2280,2160,2190,52938400,CUAN,-0.004545454545454519,0.8559322033898318,1855932,-0.45,85.59
2025-10-27,2190,2230,1870,2030,309639300,CUAN,-0.0730593607305936,0.7203389830508486,1720339,-7.31,72.03
2025-10-28,2050,2070,1910,2000,94497700,CUAN,-0.014778325123152691,0.6949152542372894,1694915,-1.48,69.49
2025-10-29,2010,2060,1965,2010,80839500,CUAN,0.004999999999999893,0.7033898305084756,1703390,0.5,70.34
2025-10-30,2010,2030,1965,2000,52525200,CUAN,-0.00497512437810943,0.6949152542372892,1694915,-0.5,69.49
2025-10-31,2010,2070,1980,2010,70827100,CUAN,0.004999999999999893,0.7033898305084754,1703390,0.5,70.34
2025-11-03,1995,2120,1990,2090,139239600,CUAN,0.03980099502487566,0.7711864406779669,1771186,3.98,77.12
2025-11-04,2100,2160,2000,2050,142416900,CUAN,-0.019138755980861233,0.7372881355932213,1737288,-1.91,73.73
2025-11-05,2000,2090,1985,2080,65119400,CUAN,0.014634146341463428,0.7627118644067805,1762712,1.46,76.27
2025-11-06,2130,2160,2080,2120,100801500,CUAN,0.019230769230769162,0.7966101694915262,1796610,1.92,79.66
2025-11-07,2150,2300,2140,2290,233503600,CUAN,0.08018867924528306,0.9406779661016957,1940678,8.02,94.07
2025-11-10,2350,2350,2250,2280,182257700,CUAN,-0.004366812227074246,0.9322033898305093,1932203,-0.44,93.22
2025-11-11,2280,2290,2180,2200,110626300,CUAN,-0.03508771929824561,0.8644067796610178,1864407,-3.51,86.44
2025-11-12,2200,2250,2160,2190,70221800,CUAN,-0.004545454545454519,0.8559322033898313,1855932,-0.45,85.59
2025-11-13,2220,2240,2170,2180,49507900,CUAN,-0.004566210045662156,0.8474576271186447,1847458,-0.46,84.75
2025-11-14,2180,2220,2150,2150,38337800,CUAN,-0.013761467889908285,0.8220338983050852,1822034,-1.38,82.2
2025-11-17,2150,2270,2140,2200,90469300,CUAN,0.023255813953488413,0.8644067796610175,1864407,2.33,86.44
2025-11-18,2200,2220,2080,2100,72952600,CUAN,-0.045454545454545414,0.7796610169491531,1779661,-4.55,77.97
2025-11-19,2100,2160,2050,2160,52180200,CUAN,0.02857142857142847,0.8305084745762716,1830508,2.86,83.05
2025-11-20,2200,2320,2180,2230,186043200,CUAN,0.03240740740740744,0.8898305084745768,1889831,3.24,88.98
2025-11-21,2230,2300,2190,2260,86158700,CUAN,0.013452914798206317,0.9152542372881363,1915254,1.35,91.53
2025-11-24,2310,2430,2300,2380,296130000,CUAN,0.053097345132743445,1.0169491525423737,2016949,5.31,101.69
2025-11-25,2400,2410,2260,2350,155865800,CUAN,-0.012605042016806678,0.9915254237288145,1991525,-1.26,99.15
